Report Year,"State, USA",Population,Violent Crimes,Homicides,Rapes,Assaults,Robberies,Months Reported,Crimes Per Person,Homocides Per Persion,Rapes Per Person,Assaults Per Person,Robberies Per Person,Column1,Column2
1979,"Washington, DC",656000,10553,180,489,2964,6920,12,1609,27,75,452,1055,,
1979,"Wichita, KS",273559,1456,32,147,609,668,12,532,12,54,223,244,,
1980,"Albuquerque, NM",328837,2810,49,217,1630,914,12,855,15,66,496,278,,
1980,"Arlington, TX",161192,806,7,72,531,196,12,500,4,45,329,122,,
1980,"Atlanta, GA",422474,11075,201,671,5470,4733,12,2621,48,159,1295,1120,,
1980,"Aurora, CO",158249,1278,10,95,822,351,12,808,6,60,519,222,,
1980,"Austin, TX",343425,1723,43,237,765,678,12,502,13,69,223,197,,
1980,"Baltimore County, MD",651337,5774,26,184,4356,1208,12,886,4,28,669,185,,
1980,"Baltimore, MD",784554,16571,216,560,5775,10020,12,2112,28,71,736,1277,,
1980,"Boston, MA",562582,12478,92,484,4376,7526,12,2218,16,86,778,1338,,
1980,"Buffalo, NY",357384,3833,61,297,1561,1914,12,1073,17,83,437,536,,
1980,"Charlotte, NC",310794,2759,60,145,1868,686,12,888,19,47,601,221,,
1980,"Chicago, IL",2986419,28658,863,1329,10205,16261,12,960,29,44,342,544,,
1980,"Cincinnati, OH",383114,3930,48,353,1843,1686,12,1026,13,92,481,440,,
1980,"Cleveland, OH",572657,11466,265,703,3696,6802,12,2002,46,123,645,1188,,
1980,"Columbus, OH",562416,5130,87,460,1359,3224,12,912,15,82,242,573,,
1980,"Dallas, TX",900104,12681,319,1121,6258,4983,12,1409,35,125,695,554,,
1980,"Denver, CO",489318,5520,99,704,2351,2366,12,1128,20,144,480,484,,
1980,"Detroit, MI",1197325,23288,547,1313,7999,13429,12,1945,46,110,668,1122,,
1980,"El Paso, TX",425122,2811,54,218,1711,828,12,661,13,51,402,195,,
1980,"Fairfax County, VA",568736,995,21,95,376,503,12,175,4,17,66,88,,
1980,"Fort Worth, TX",382679,4693,106,338,1963,2286,12,1226,28,88,513,597,,
1980,"Fresno, CA",215396,2369,49,193,895,1232,12,1100,23,90,416,572,,
1980,"Honolulu, HI",762020,2456,65,264,398,1729,12,322,9,35,52,227,,
1980,"Houston, TX",1557575,13499,524,1264,2530,9181,10,867,34,81,162,589,,
1980,"Indianapolis, IN",698753,4453,107,410,1743,2193,12,637,15,59,249,314,,
1980,"Jacksonville, FL",542795,4848,70,414,2733,1631,12,893,13,76,504,300,,
1980,"Kansas City, MO",446865,7013,132,518,3474,2889,12,1569,30,116,777,646,,
1980,"Las Vegas, NV",385396,4421,92,291,1402,2636,12,1147,24,76,364,684,,
1980,"Long Beach, CA",356906,4634,82,288,1483,2781,12,1298,23,81,416,779,,
1980,"Los Angeles County, CA",1020111,12593,201,728,7732,3932,12,1234,20,71,758,385,,
1980,"Los Angeles, CA",2952511,51447,1010,2813,21987,25637,12,1742,34,95,745,868,,
1980,"Memphis, TN",644957,6898,152,788,2112,3846,12,1070,24,122,327,596,,
1980,"Mesa, AZ",149662,812,10,62,547,193,12,543,7,41,365,129,,
1980,"Miami-Dade County, FL",774491,12429,212,533,5986,5698,12,1605,27,69,773,736,,
1980,"Miami, FL",335718,11474,220,325,4039,6890,12,3418,66,97,1203,2052,,
1980,"Milwaukee, WI",633845,3310,74,213,1227,1796,12,522,12,34,194,283,,
1980,"Minneapolis, MN",370163,3917,36,373,1241,2267,12,1058,10,101,335,612,,
1980,"Montgomery County, MD",519381,1433,16,144,475,798,12,276,3,28,91,154,,
1980,"Nashville, TN",452025,3634,87,295,1225,2027,12,804,19,65,271,448,,
1980,"Nassau County, NY",1049118,1462,20,28,488,926,12,139,2,3,47,88,,
1980,"New Orleans, LA",557761,8172,218,588,2719,4647,12,1465,39,105,487,833,,
1980,"New York City, NY",7035348,149549,1812,3711,43476,100550,12,2126,26,53,618,1429,,
1980,"Newark, NJ",330104,11270,163,546,3716,6845,12,3414,49,165,1126,2074,,
1980,"Oakland, CA",338721,7536,132,434,2722,4248,12,2225,39,128,804,1254,,
1980,"Oklahoma City, OK",401577,3734,72,337,2074,1251,12,930,18,84,516,312,,
1980,"Omaha, NE",312919,1983,38,213,679,1053,12,634,12,68,217,337,,
1980,"Orlando, FL",127811,2350,17,190,1401,742,12,1839,13,149,1096,581,,
1980,"Philadelphia, PA",1681175,17299,436,937,5043,10883,12,1029,26,56,300,647,,
1980,"Phoenix, AZ",772884,7020,103,485,3395,3037,12,908,13,63,439,393,,
1980,"Pittsburgh, PA",424205,5120,50,299,1519,3252,12,1207,12,70,358,767,,
1980,"Portland, OR",364419,4957,46,364,2298,2249,12,1360,13,100,631,617,,
1980,"Prince George's County, MD",556147,5194,53,383,1870,2888,12,934,10,69,336,519,,
1980,"Raleigh, NC",148429,784,12,64,448,260,12,528,8,43,302,175,,
1980,"Sacramento, CA",274547,3221,45,217,1355,1604,12,1173,16,79,494,584,,
1980,"Salt Lake City, UT",162985,1132,16,140,448,528,12,695,10,86,275,324,,
1980,"San Antonio, TX",788049,4265,164,362,1997,1742,12,541,21,46,253,221,,
1980,"San Diego, CA",874826,6189,103,362,2738,2986,12,707,12,41,313,341,,
1980,"San Francisco, CA",674150,12710,110,759,4314,7527,12,1885,16,113,640,1117,,
1980,"San Jose, CA",628106,3788,62,479,1533,1714,12,603,10,76,244,273,,
1980,"Seattle, WA",491897,5201,63,512,2373,2253,12,1057,13,104,482,458,,
1980,"St. Louis, MO",450790,10983,225,392,4428,5938,12,2436,50,87,982,1317,,
1980,"Suffolk County, NY",1158917,2967,43,169,1407,1348,12,256,4,15,121,116,,
1980,"Tampa, FL",268709,5089,44,348,2820,1877,12,1894,16,130,1049,699,,
1980,"Tucson, AZ",331506,2584,38,174,1717,655,12,779,11,52,518,198,,
1980,"Tulsa, OK",355766,2715,36,251,1630,798,12,763,10,71,458,224,,
1980,"Virginia Beach, VA",260680,530,11,105,204,210,12,203,4,40,78,81,,
1980,"Washington, DC",635233,12772,200,439,3236,8897,12,2011,31,69,509,1401,,
1980,"Wichita, KS",279352,1823,32,202,763,826,12,653,11,72,273,296,,
1981,"Albuquerque, NM",336840,2985,45,213,1620,1107,12,886,13,63,481,329,,
1981,"Arlington, TX",167848,699,12,102,373,212,12,416,7,61,222,126,,
1981,"Atlanta, GA",435626,10608,181,644,5246,4537,12,2435,42,148,1204,1041,,
1981,"Aurora, CO",162900,1437,10,76,992,359,12,882,6,47,609,220,,
1981,"Austin, TX",357607,1545,39,263,574,669,12,432,11,74,161,187,,
1981,"Baltimore County, MD",662025,6127,32,191,4510,1394,12,925,5,29,681,211,,
1981,"Baltimore, MD",797429,17737,228,565,6229,10715,12,2224,29,71,781,1344,,
1981,"Boston, MA",566679,14071,100,531,4192,9248,12,2483,18,94,740,1632,,
1981,"Buffalo, NY",359167,3341,25,229,1353,1734,10,930,7,64,377,483,,
1981,"Charlotte, NC",316503,3166,51,198,2143,774,12,1000,16,63,677,245,,
1981,"Chicago, IL",3012703,25609,877,1255,7359,16118,12,850,29,42,244,535,,
1981,"Cincinnati, OH",383441,3892,43,289,1804,1756,12,1015,11,75,470,458,,
1981,"Cleveland, OH",573145,12429,233,621,3754,7821,12,2169,41,108,655,1365,,
1981,"Columbus, OH",562896,5263,91,396,1420,3356,12,935,16,70,252,596,,
1981,"Dallas, TX",937273,12749,298,1121,5928,5402,12,1360,32,120,632,576,,
1981,"Denver, CO",503695,5085,100,471,2111,2403,12,1010,20,94,419,477,,
1981,"Detroit, MI",1193805,23176,502,1229,6648,14797,12,1941,42,103,557,1239,,
1981,"El Paso, TX",442677,3510,35,205,2399,871,12,793,8,46,542,197,,
1981,"Fairfax County, VA",579696,934,14,99,288,533,11,161,2,17,50,92,,
1981,"Fort Worth, TX",398482,4946,113,435,2086,2312,12,1241,28,109,523,580,,
1981,"Fresno, CA",221129,2158,33,155,868,1102,12,976,15,70,393,498,,
1981,"Honolulu, HI",773331,1965,40,265,340,1320,12,254,5,34,44,171,,
1981,"Houston, TX",1621897,10274,497,967,1917,6893,9,633,31,60,118,425,,
1981,"Indianapolis, IN",461820,4539,65,400,1880,2194,12,983,14,87,407,475,,
1981,"Jacksonville, FL",575157,5634,89,410,2795,2340,12,980,15,71,486,407,,
1981,"Kansas City, MO",450211,7714,115,429,3935,3235,12,1713,26,95,874,719,,
1981,"Las Vegas, NV",406915,4648,106,310,1454,2778,12,1142,26,76,357,683,,
1981,"Long Beach, CA",366405,4579,74,307,1270,2928,12,1250,20,84,347,799,,
1981,"Los Angeles County, CA",1047260,12059,183,664,6956,4256,12,1151,17,63,664,406,,
1981,"Los Angeles, CA",3031090,52818,879,2666,21121,28152,12,1743,29,88,697,929,,
1981,"Memphis, TN",654096,7056,133,760,2071,4092,12,1079,20,116,317,626,,
1981,"Mesa, AZ",153941,741,1,51,546,143,12,481,1,33,355,93,,
1981,"Miami-Dade County, FL",822971,12755,254,570,6405,5526,12,1550,31,69,778,671,,
1981,"Miami, FL",356734,11211,210,382,4423,6196,12,3143,59,107,1240,1737,,
1981,"Milwaukee, WI",641715,3424,71,290,1257,1806,12,534,11,45,196,281,,
1981,"Minneapolis, MN",372784,3883,28,367,1192,2296,12,1042,8,98,320,616,,
1981,"Montgomery County, MD",527903,1716,12,156,676,872,12,325,2,30,128,165,,
1981,"Nashville, TN",458430,3087,79,363,1051,1594,12,673,17,79,229,348,,
1981,"Nassau County, NY",1054349,1708,27,37,421,1223,12,162,3,4,40,116,,
1981,"New Orleans, LA",571771,8121,217,453,2501,4950,12,1420,38,79,437,866,,
1981,"New York City, NY",7070429,156946,1826,3862,43783,107475,12,2220,26,55,619,1520,,
1981,"Newark, NJ",332746,12320,161,598,3783,7778,12,3703,48,180,1137,2338,,
1981,"Oakland, CA",347736,7036,118,430,2652,3836,12,2023,34,124,763,1103,,
1981,"Oklahoma City, OK",414523,4128,65,336,2236,1491,12,996,16,81,539,360,,
1981,"Omaha, NE",322883,1583,28,186,470,899,12,490,9,58,146,278,,
1981,"Orlando, FL",135812,2373,25,154,1309,885,12,1747,18,113,964,652,,
1981,"Philadelphia, PA",1686834,17616,362,936,5502,10816,12,1044,21,55,326,641,,
1981,"Phoenix, AZ",794983,6319,96,408,3119,2696,12,795,12,51,392,339,,
1981,"Pittsburgh, PA",425632,5983,49,213,1433,4288,12,1406,12,50,337,1007,,
1981,"Portland, OR",369518,6452,38,403,2939,3072,12,1746,10,109,795,831,,
1981,"Prince George's County, MD",564424,5571,58,371,1797,3345,12,987,10,66,318,593,,
1981,"Raleigh, NC",151155,719,11,56,364,288,12,476,7,37,241,191,,
1981,"Sacramento, CA",281854,3535,53,228,1421,1833,12,1254,19,81,504,650,,
1981,"Salt Lake City, UT",169383,1268,14,137,530,587,12,749,8,81,313,347,,
1981,"San Antonio, TX",820591,4651,185,376,2255,1835,12,567,23,46,275,224,,
1981,"San Diego, CA",898109,6594,94,559,2618,3323,12,734,10,62,292,370,,
1981,"San Francisco, CA",692092,12011,126,672,3827,7386,12,1735,18,97,553,1067,,
1981,"San Jose, CA",644823,4122,68,465,1519,2070,12,639,11,72,236,321,,
1981,"Seattle, WA",503697,5414,59,485,2526,2344,12,1075,12,96,501,465,,
1981,"St. Louis, MO",454166,10364,265,413,4321,5365,12,2282,58,91,951,1181,,
1981,"Suffolk County, NY",1164699,1663,21,91,731,820,7,143,2,8,63,70,,
1981,"Tampa, FL",285530,5674,69,409,2882,2314,12,1987,24,143,1009,810,,
1981,"Tucson, AZ",340985,2810,28,163,1747,872,12,824,8,48,512,256,,
1981,"Tulsa, OK",367234,2678,47,247,1435,949,12,729,13,67,391,258,,
1981,"Virginia Beach, VA",265704,606,12,93,266,235,12,228,5,35,100,88,,
1981,"Washington, DC",636000,14468,223,414,3432,10399,12,2275,35,65,540,1635,,
1981,"Wichita, KS",282465,1729,43,202,668,816,12,612,15,72,236,289,,
1982,"Albuquerque, NM",344962,2659,26,199,1508,926,12,771,8,58,437,268,,
1982,"Arlington, TX",173821,607,7,67,342,191,12,349,4,39,197,110,,
1982,"Atlanta, GA",441103,10486,152,613,5722,3999,12,2377,34,139,1297,907,,
1982,"Aurora, CO",167408,1406,10,76,967,353,12,840,6,45,578,211,,
1982,"Austin, TX",370331,1532,57,235,605,635,12,414,15,63,163,171,,
1982,"Baltimore County, MD",662646,6539,33,165,5103,1238,12,987,5,25,770,187,,
1982,"Baltimore, MD",798175,16683,227,550,6559,9347,12,2090,28,69,822,1171,,
1982,"Boston, MA",567758,10970,93,366,3980,6531,12,1932,16,64,701,1150,,
1982,"Buffalo, NY",360493,3557,42,247,1615,1653,12,987,12,69,448,459,,
1982,"Charlotte, NC",320119,4100,48,198,2864,990,12,1281,15,62,895,309,,
1982,"Chicago, IL",3010862,26404,668,1112,8317,16307,12,877,22,37,276,542,,
1982,"Cincinnati, OH",383975,3757,52,285,1831,1589,12,978,14,74,477,414,,
1982,"Cleveland, OH",573944,9386,195,628,3267,5296,12,1635,34,109,569,923,,
1982,"Columbus, OH",563680,4590,92,332,1659,2507,12,814,16,59,294,445,,
1982,"Dallas, TX",970624,13053,306,1105,5947,5695,12,1345,32,114,613,587,,
1982,"Denver, CO",517638,4935,68,516,1965,2386,12,953,13,100,380,461,,
1982,"Detroit, MI",1181868,23746,513,1167,6029,16037,12,2009,43,99,510,1357,,
1982,"El Paso, TX",458429,3922,41,219,2730,932,12,856,9,48,596,203,,
1982,"Fairfax County, VA",586631,966,10,91,344,521,12,165,2,16,59,89,,
1982,"Fort Worth, TX",412661,4901,103,470,2095,2233,12,1188,25,114,508,541,,
1982,"Fresno, CA",226300,2182,33,155,782,1212,12,964,15,68,346,536,,
1982,"Honolulu, HI",785181,2151,25,269,400,1457,12,274,3,34,51,186,,
1982,"Houston, TX",1679607,17801,678,1270,3461,12392,12,1060,40,76,206,738,,
1982,"Indianapolis, IN",462657,4341,69,387,1892,1993,12,938,15,84,409,431,,
1982,"Jacksonville, FL",590957,5643,83,422,2986,2152,12,955,14,71,505,364,,
1982,"Kansas City, MO",451397,6729,93,376,3504,2756,12,1491,21,83,776,611,,
1982,"Las Vegas, NV",424252,4470,88,286,1357,2739,12,1054,21,67,320,646,,
1982,"Long Beach, CA",374974,4498,68,277,1275,2878,12,1200,18,74,340,768,,
1982,"Los Angeles County, CA",1071752,11870,158,649,6971,4092,12,1108,15,61,650,382,,
1982,"Los Angeles, CA",3101979,53957,849,2706,20373,30029,12,1739,27,87,657,968,,
1982,"Memphis, TN",659913,7609,122,713,2370,4404,12,1153,18,108,359,667,,
1982,"Mesa, AZ",157634,705,3,40,533,129,12,447,2,25,338,82,,
1982,"Miami-Dade County, FL",843210,12088,216,492,6249,5131,12,1434,26,58,741,609,,
1982,"Miami, FL",365506,9963,190,349,4301,5123,12,2726,52,95,1177,1402,,
1982,"Milwaukee, WI",645231,3593,62,194,1250,2087,12,557,10,30,194,323,,
1982,"Minneapolis, MN",376704,4247,36,314,1314,2583,12,1127,10,83,349,686,,
1982,"Montgomery County, MD",528399,1719,19,166,852,682,12,325,4,31,161,129,,
1982,"Nashville, TN",462507,3248,67,321,1198,1662,12,702,14,69,259,359,,
1982,"Nassau County, NY",1058247,1685,20,39,487,1139,12,159,2,4,46,108,,
1982,"New Orleans, LA",579338,8604,233,488,2777,5106,12,1485,40,84,479,881,,
1982,"New York City, NY",7096559,143943,1668,3547,42784,95944,12,2028,24,50,603,1352,,
1982,"Newark, NJ",334414,10704,117,489,3705,6393,12,3201,35,146,1108,1912,,
1982,"Oakland, CA",355868,6609,94,441,2880,3194,12,1857,26,124,809,898,,
1982,"Oklahoma City, OK",425093,4286,89,386,2010,1801,12,1008,21,91,473,424,,
1982,"Omaha, NE",324936,2450,20,175,1512,743,12,754,6,54,465,229,,
1982,"Orlando, FL",139152,2662,34,160,1659,809,12,1913,24,115,1192,581,,
1982,"Philadelphia, PA",1687556,17511,332,839,5736,10604,12,1038,20,50,340,628,,
1982,"Phoenix, AZ",814054,5431,95,431,2503,2402,12,667,12,53,307,295,,
1982,"Pittsburgh, PA",425814,5391,51,236,1263,3841,12,1266,12,55,297,902,,
1982,"Portland, OR",369796,6484,36,392,3245,2811,12,1753,10,106,878,760,,
1982,"Prince George's County, MD",564955,5053,67,346,1958,2682,12,894,12,61,347,475,,
1982,"Raleigh, NC",152882,886,20,62,482,322,12,580,13,41,315,211,,
1982,"Sacramento, CA",288446,2988,43,191,1211,1543,12,1036,15,66,420,535,,
1982,"Salt Lake City, UT",173630,1279,11,124,488,656,12,737,6,71,281,378,,
1982,"San Antonio, TX",849791,5905,190,400,3120,2195,12,695,22,47,367,258,,
1982,"San Diego, CA",919113,5835,72,428,2193,3142,12,635,8,47,239,342,,
1982,"San Francisco, CA",708278,11615,111,594,3757,7153,12,1640,16,84,530,1010,,
1982,"San Jose, CA",659903,3616,37,430,1448,1701,12,548,6,65,219,258,,
1982,"Seattle, WA",507643,5120,31,435,2383,2271,12,1009,6,86,469,447,,
1982,"St. Louis, MO",455362,10069,226,316,4628,4899,12,2211,50,69,1016,1076,,
1982,"Suffolk County, NY",1169000,2081,27,115,937,1002,8,178,2,10,80,86,,
1982,"Tampa, FL",292551,5736,59,411,3424,1842,12,1961,20,140,1170,630,,
1982,"Tucson, AZ",349165,2925,31,236,1748,910,12,838,9,68,501,261,,
1982,"Tulsa, OK",376599,2704,31,228,1395,1050,12,718,8,61,370,279,,
1982,"Virginia Beach, VA",268887,646,15,97,276,258,12,240,6,36,103,96,,
1982,"Washington, DC",631000,13397,194,421,3645,9137,12,2123,31,67,578,1448,,
1982,"Wichita, KS",285665,1695,31,197,790,677,12,593,11,69,277,237,,
1983,"Albuquerque, NM",355163,2954,24,206,1815,909,12,832,7,58,511,256,,
1983,"Arlington, TX",178871,585,7,75,317,186,12,327,4,42,177,104,,
1983,"Atlanta, GA",448635,9326,141,619,5014,3552,12,2079,31,138,1118,792,,
1983,"Aurora, CO",172575,1706,12,65,1296,333,12,989,7,38,751,193,,
1983,"Austin, TX",381091,1534,58,240,571,665,12,403,15,63,150,174,,
1983,"Baltimore County, MD",668705,6012,34,148,4570,1260,12,899,5,22,683,188,,
1983,"Baltimore, MD",805527,16132,201,497,6267,9167,12,2003,25,62,778,1138,,
1983,"Boston, MA",566551,11365,90,367,4195,6713,12,2006,16,65,740,1185,,
1983,"Buffalo, NY",360656,3297,43,297,1547,1410,12,914,12,82,429,391,,
1983,"Charlotte, NC",323704,4267,44,258,2863,1102,12,1318,14,80,884,340,,
1983,"Chicago, IL",3021203,39776,729,2246,13330,23471,12,1317,24,74,441,777,,
1983,"Cincinnati, OH",382373,3339,27,308,1603,1401,12,873,7,81,419,366,,
1983,"Cleveland, OH",571827,7798,148,716,2819,4115,12,1364,26,125,493,720,,
1983,"Columbus, OH",561328,4197,74,324,1392,2407,12,748,13,58,248,429,,
1983,"Dallas, TX",998827,11478,268,891,5405,4914,12,1149,27,89,541,492,,
1983,"Denver, CO",533732,4379,78,430,1947,1924,12,820,15,81,365,360,,
1983,"Detroit, MI",1176968,25527,580,1514,6511,16922,12,2169,49,129,553,1438,,
1983,"El Paso, TX",471749,4275,33,177,3200,865,12,906,7,38,678,183,,
1983,"Fairfax County, VA",592933,794,13,68,349,364,12,134,2,11,59,61,,
1983,"Fort Worth, TX",424651,5104,112,454,2518,2020,12,1202,26,107,593,476,,
1983,"Fresno, CA",230418,1913,32,172,725,984,12,830,14,75,315,427,,
1983,"Honolulu, HI",808092,2136,45,249,599,1243,12,264,6,31,74,154,,
1983,"Houston, TX",1728783,15919,561,1179,3909,10270,12,921,32,68,226,594,,
1983,"Indianapolis, IN",463455,4139,56,376,1886,1821,12,893,12,81,407,393,,
1983,"Jacksonville, FL",605934,5670,82,411,2889,2288,12,936,14,68,477,378,,
1983,"Kansas City, MO",453128,7452,106,425,4045,2876,12,1645,23,94,893,635,,
1983,"Las Vegas, NV",429080,3564,74,244,1261,1985,12,831,17,57,294,463,,
1983,"Long Beach, CA",381798,4679,60,246,1272,3101,12,1226,16,64,333,812,,
1983,"Los Angeles County, CA",1084868,11493,156,581,6819,3937,12,1059,14,54,629,363,,
1983,"Los Angeles, CA",3158688,53435,820,2494,20878,29243,12,1692,26,79,661,926,,
1983,"Memphis, TN",664883,7564,127,763,2181,4493,12,1138,19,115,328,676,,
1983,"Mesa, AZ",163310,798,8,36,604,150,12,489,5,22,370,92,,
1983,"Miami-Dade County, FL",864762,11795,179,457,6359,4800,12,1364,21,53,735,555,,
1983,"Miami, FL",374769,9784,144,365,4556,4719,12,2611,38,97,1216,1259,,
1983,"Milwaukee, WI",643473,3720,51,235,1236,2198,12,578,8,37,192,342,,
1983,"Minneapolis, MN",377850,3487,16,316,1154,2001,12,923,4,84,305,530,,
1983,"Montgomery County, MD",533230,1449,17,124,683,625,12,272,3,23,128,117,,
1983,"Nashville, TN",465887,3289,81,324,1171,1713,12,706,17,70,251,368,,
1983,"Nassau County, NY",1058726,1493,31,54,457,951,11,141,3,5,43,90,,
1983,"New Orleans, LA",589508,8048,210,536,2752,4550,12,1365,36,91,467,772,,
1983,"New York City, NY",7100063,132653,1622,3662,43326,84043,12,1868,23,52,610,1184,,
1983,"Newark, NJ",336016,9327,112,553,3375,5287,12,2776,33,165,1004,1573,,
1983,"Oakland, CA",362344,6777,98,478,2912,3289,12,1870,27,132,804,908,,
1983,"Oklahoma City, OK",441281,4685,61,533,2174,1917,12,1062,14,121,493,434,,
1983,"Omaha, NE",327276,2390,27,157,1584,622,12,730,8,48,484,190,,
1983,"Orlando, FL",142678,2215,14,141,1292,768,12,1552,10,99,906,538,,
1983,"Philadelphia, PA",1692364,16973,311,822,5096,10744,12,1003,18,49,301,635,,
1983,"Phoenix, AZ",843415,5270,83,499,2717,1971,12,625,10,59,322,234,,
1983,"Pittsburgh, PA",426890,5605,42,214,1151,4198,12,1313,10,50,270,983,,
1983,"Portland, OR",371706,6879,36,377,3502,2964,12,1851,10,101,942,797,,
1983,"Prince George's County, MD",570120,4817,56,304,2004,2453,12,845,10,53,352,430,,
1983,"Raleigh, NC",154482,879,12,46,532,289,12,569,8,30,344,187,,
1983,"Sacramento, CA",293695,3080,52,217,1258,1553,12,1049,18,74,428,529,,
1983,"Salt Lake City, UT",180892,1163,14,128,498,523,12,643,8,71,275,289,,
1983,"San Antonio, TX",874483,5327,165,519,2240,2403,12,609,19,59,256,275,,
1983,"San Diego, CA",935840,5451,77,395,2429,2550,12,582,8,42,260,272,,
1983,"San Francisco, CA",721168,10117,83,539,3550,5945,12,1403,12,75,492,824,,
1983,"San Jose, CA",671913,3460,48,447,1504,1461,12,515,7,67,224,217,,
1983,"Seattle, WA",514319,4818,61,434,2291,2032,12,937,12,84,445,395,,
1983,"St. Louis, MO",457262,8461,152,323,4146,3840,12,1850,33,71,907,840,,
1983,"Suffolk County, NY",1169529,2259,26,151,1099,983,11,193,2,13,94,84,,
1983,"Tampa, FL",299965,5053,58,288,3178,1529,12,1685,19,96,1059,510,,
1983,"Tucson, AZ",361739,2776,26,253,1731,766,12,767,7,70,479,212,,
