Report Year,"State, USA",Population,Violent Crimes,Homicides,Rapes,Assaults,Robberies,Months Reported,Crimes Per Person,Homocides Per Persion,Rapes Per Person,Assaults Per Person,Robberies Per Person,Column1,Column2
1984,"Dallas, TX",987696,12110,294,1022,5953,4841,12,1226,30,103,603,490,,
1984,"Denver, CO",524171,4100,82,427,1910,1681,12,782,16,81,364,321,,
1984,"Detroit, MI",1133647,26567,514,1519,6182,18352,12,2344,45,134,545,1619,,
1984,"El Paso, TX",465748,3730,24,175,2481,1050,12,801,5,38,533,225,,
1984,"Fairfax County, VA",626134,868,16,61,347,444,12,139,3,10,55,71,,
1984,"Fort Worth, TX",420050,5452,119,467,2786,2080,12,1298,28,111,663,495,,
1984,"Fresno, CA",254649,1994,34,134,760,1066,12,783,13,53,298,419,,
1984,"Honolulu, HI",810772,1950,25,255,553,1117,12,241,3,31,68,138,,
1984,"Houston, TX",1805783,15155,473,1269,4256,9157,12,839,26,70,236,507,,
1984,"Indianapolis, IN",471622,4366,49,324,2151,1842,12,926,10,69,456,391,,
1984,"Jacksonville, FL",582421,6228,103,587,3404,2134,12,1069,18,101,584,366,,
1984,"Kansas City, MO",450489,7167,88,372,4267,2440,12,1591,20,83,947,542,,
1984,"Las Vegas, NV",438264,3309,67,245,1230,1767,12,755,15,56,281,403,,
1984,"Long Beach, CA",386421,4243,41,242,1369,2591,12,1098,11,63,354,671,,
1984,"Los Angeles County, CA",1078849,10898,176,489,6402,3831,12,1010,16,45,593,355,,
1984,"Los Angeles, CA",3144256,51442,759,2347,21013,27323,12,1636,24,75,668,869,,
1984,"Memphis, TN",654666,9158,113,794,3488,4763,12,1399,17,121,533,728,,
1984,"Mesa, AZ",181287,871,6,56,682,127,12,480,3,31,376,70,,
1984,"Miami-Dade County, FL",883352,13052,171,439,7883,4559,12,1478,19,50,892,516,,
1984,"Miami, FL",400646,10928,170,273,4780,5705,12,2728,42,68,1193,1424,,
1984,"Milwaukee, WI",632458,3456,44,292,1249,1871,12,546,7,46,197,296,,
1984,"Minneapolis, MN",370866,3883,27,392,1724,1740,12,1047,7,106,465,469,,
1984,"Montgomery County, MD",549800,1540,14,137,798,591,12,280,3,25,145,107,,
1984,"Nashville, TN",475744,3104,72,410,1184,1438,12,652,15,86,249,302,,
1984,"Nassau County, NY",1057700,1923,34,67,771,1051,12,182,3,6,73,99,,
1984,"New Orleans, LA",576071,8687,214,555,3213,4705,12,1508,37,96,558,817,,
1984,"New York City, NY",7167121,132292,1450,3829,47472,79541,12,1846,20,53,662,1110,,
1984,"Newark, NJ",324961,8580,87,589,3244,4660,12,2640,27,181,998,1434,,
1984,"Oakland, CA",358566,6388,115,426,2677,3170,12,1782,32,119,747,884,,
1984,"Oklahoma City, OK",439249,4259,65,516,2075,1603,12,970,15,117,472,365,,
1984,"Omaha, NE",357790,2410,24,202,1654,530,12,674,7,56,462,148,,
1984,"Orlando, FL",140541,2387,18,146,1421,802,12,1698,13,104,1011,571,,
1984,"Philadelphia, PA",1667545,15599,263,937,5034,9365,12,935,16,56,302,562,,
1984,"Phoenix, AZ",870279,6372,101,525,3640,2106,12,732,12,60,418,242,,
1984,"Pittsburgh, PA",415475,4564,47,224,1081,3212,12,1098,11,54,260,773,,
1984,"Portland, OR",367055,7408,34,370,3962,3042,12,2018,9,101,1079,829,,
1984,"Prince George's County, MD",574838,4700,39,345,2222,2094,12,818,7,60,387,364,,
1984,"Raleigh, NC",158028,947,8,47,586,306,12,599,5,30,371,194,,
1984,"Sacramento, CA",300248,3252,45,248,1314,1645,12,1083,15,83,438,548,,
1984,"Salt Lake City, UT",173136,1088,8,98,492,490,12,628,5,57,284,283,,
1984,"San Antonio, TX",857070,5388,160,745,1826,2657,12,629,19,87,213,310,,
1984,"San Diego, CA",952933,5931,103,393,2819,2616,12,622,11,41,296,275,,
1984,"San Francisco, CA",719559,9372,73,495,3582,5222,12,1302,10,69,498,726,,
1984,"San Jose, CA",685792,3295,48,421,1651,1175,12,480,7,61,241,171,,
1984,"Seattle, WA",497598,5553,50,448,2669,2386,12,1116,10,90,536,480,,
1984,"St. Louis, MO",442528,7729,128,349,4140,3112,12,1747,29,79,936,703,,
1984,"Suffolk County, NY",1175588,1650,25,93,782,750,8,140,2,8,67,64,,
1984,"Tampa, FL",289355,5852,52,277,3680,1843,12,2022,18,96,1272,637,,
1984,"Tucson, AZ",372146,2959,25,282,1843,809,12,795,7,76,495,217,,
1984,"Tulsa, OK",385394,2619,30,246,1439,904,12,680,8,64,373,235,,
1984,"Virginia Beach, VA",290678,618,13,118,252,235,12,213,4,41,87,81,,
1984,"Washington, DC",623000,10725,175,366,4097,6087,12,1722,28,59,658,977,,
1984,"Wichita, KS",291555,1328,12,207,658,451,12,455,4,71,226,155,,
1985,"Albuquerque, NM",357051,4105,42,238,2578,1247,12,1150,12,67,722,349,,
1985,"Arlington, TX",218931,1110,18,105,688,299,12,507,8,48,314,137,,
1985,"Atlanta, GA",436214,11610,145,683,5990,4792,12,2662,33,157,1373,1099,,
1985,"Aurora, CO",198033,2250,10,89,1717,434,12,1136,5,45,867,219,,
1985,"Austin, TX",406469,2363,52,489,746,1076,12,581,13,120,184,265,,
1985,"Baltimore County, MD",679708,6775,24,179,5491,1081,12,997,4,26,808,159,,
1985,"Baltimore, MD",771097,15498,213,592,6922,7771,12,2010,28,77,898,1008,,
1985,"Boston, MA",573131,11887,87,532,5036,6232,12,2074,15,93,879,1087,,
1985,"Buffalo, NY",339890,3411,31,291,1699,1390,12,1004,9,86,500,409,,
1985,"Charlotte, NC",335690,4575,56,226,3172,1121,12,1363,17,67,945,334,,
1985,"Chicago, IL",2998841,60011,666,3357,29096,26892,12,2001,22,112,970,897,,
1985,"Cincinnati, OH",370198,3275,45,360,1628,1242,12,885,12,97,440,336,,
1985,"Cleveland, OH",546126,6580,131,745,2205,3499,12,1205,24,136,404,641,,
1985,"Columbus, OH",565682,4392,72,406,1770,2144,12,776,13,72,313,379,,
1985,"Dallas, TX",997467,14364,301,1149,6863,6051,12,1440,30,115,688,607,,
1985,"Denver, CO",513048,4252,72,418,1845,1917,12,829,14,81,360,374,,
1985,"Detroit, MI",1090581,25904,635,1575,6925,16769,12,2375,58,144,635,1538,,
1985,"El Paso, TX",474870,3662,22,181,2466,993,12,771,5,38,519,209,,
1985,"Fairfax County, VA",651037,889,4,57,317,511,12,137,1,9,49,78,,
1985,"Fort Worth, TX",424449,6352,128,483,3121,2620,12,1497,30,114,735,617,,
1985,"Fresno, CA",275125,2311,46,178,854,1233,12,840,17,65,310,448,,
1985,"Honolulu, HI",817083,1801,36,248,552,965,12,220,4,30,68,118,,
1985,"Houston, TX",1746375,16461,457,1711,4704,9589,12,943,26,98,269,549,,
1985,"Indianapolis, IN",471656,4622,59,346,2422,1795,12,980,13,73,514,381,,
1985,"Jacksonville, FL",601007,7301,90,705,3813,2693,12,1215,15,117,634,448,,
1985,"Kansas City, MO",444942,8012,91,424,4851,2646,12,1801,20,95,1090,595,,
1985,"Las Vegas, NV",456749,3624,57,278,1534,1755,12,793,12,61,336,384,,
1985,"Long Beach, CA",389728,4134,63,235,1431,2405,12,1061,16,60,367,617,,
1985,"Los Angeles County, CA",1074561,10624,164,520,6118,3822,12,989,15,48,569,356,,
1985,"Los Angeles, CA",3186459,52832,777,2318,21799,27938,12,1658,24,73,684,877,,
1985,"Memphis, TN",654626,9738,122,903,3697,5016,12,1488,19,138,565,766,,
1985,"Mesa, AZ",202450,1121,8,70,887,156,12,554,4,35,438,77,,
1985,"Miami-Dade County, FL",859660,13064,177,548,7735,4604,12,1520,21,64,900,536,,
1985,"Miami, FL",385892,11186,131,284,5003,5768,12,2899,34,74,1296,1495,,
1985,"Milwaukee, WI",621931,4056,68,390,1512,2086,12,652,11,63,243,335,,
1985,"Minneapolis, MN",361021,5135,29,419,2361,2326,12,1422,8,116,654,644,,
1985,"Montgomery County, MD",573982,1645,12,114,844,675,12,287,2,20,147,118,,
1985,"Nashville, TN",481286,3376,81,348,1359,1588,12,701,17,72,282,330,,
1985,"Nassau County, NY",1067327,1771,18,86,667,1000,12,166,2,8,62,94,,
1985,"New Orleans, LA",561364,8222,152,451,3477,4142,12,1465,27,80,619,738,,
1985,"New York City, NY",7183984,135152,1384,3880,50356,79532,12,1881,19,54,701,1107,,
1985,"Newark, NJ",316356,9736,117,594,3705,5320,12,3078,37,188,1171,1682,,
1985,"Oakland, CA",362095,6703,95,531,2761,3316,12,1851,26,147,763,916,,
1985,"Oklahoma City, OK",443575,4328,61,485,2197,1585,12,976,14,109,495,357,,
1985,"Omaha, NE",362883,2498,24,214,1669,591,12,688,7,59,460,163,,
1985,"Orlando, FL",142025,2931,24,154,1851,902,12,2064,17,108,1303,635,,
1985,"Philadelphia, PA",1640102,16209,273,1021,5534,9381,12,988,17,62,337,572,,
1985,"Phoenix, AZ",890746,7521,89,635,4372,2425,12,844,10,71,491,272,,
1985,"Pittsburgh, PA",400969,4353,34,188,1115,3016,12,1086,8,47,278,752,,
1985,"Portland, OR",367571,8634,43,469,4614,3508,12,2349,12,128,1255,954,,
1985,"Prince George's County, MD",574412,5055,43,340,2461,2211,12,880,7,59,428,385,,
1985,"Raleigh, NC",171814,1035,13,57,658,307,12,602,8,33,383,179,,
1985,"Sacramento, CA",312944,3681,39,209,1350,2083,12,1176,12,67,431,666,,
1985,"Salt Lake City, UT",164216,1083,14,99,524,446,12,660,9,60,319,272,,
1985,"San Antonio, TX",862878,5393,180,824,1706,2683,12,625,21,95,198,311,,
1985,"San Diego, CA",988284,6250,96,338,2754,3062,12,632,10,34,279,310,,
1985,"San Francisco, CA",733456,9502,85,512,3794,5111,12,1296,12,70,517,697,,
1985,"San Jose, CA",706062,3470,55,415,1763,1237,12,491,8,59,250,175,,
1985,"Seattle, WA",495190,6523,61,441,3178,2843,12,1317,12,89,642,574,,
1985,"St. Louis, MO",431109,8642,169,384,4953,3136,12,2005,39,89,1149,727,,
1985,"Suffolk County, NY",1194000,2630,32,146,1271,1181,11,220,3,12,106,99,,
1985,"Tampa, FL",285280,6855,70,288,3840,2657,12,2403,25,101,1346,931,,
1985,"Tucson, AZ",381473,3713,32,297,2333,1051,12,973,8,78,612,276,,
1985,"Tulsa, OK",374875,2902,33,268,1805,796,12,774,9,71,481,212,,
1985,"Virginia Beach, VA",312584,550,17,98,230,205,12,176,5,31,74,66,,
1985,"Washington, DC",626000,10171,147,337,4457,5230,12,1625,23,54,712,835,,
1985,"Wichita, KS",284915,1672,26,249,698,699,12,587,9,87,245,245,,
1986,"Albuquerque, NM",364196,4292,49,247,2748,1248,12,1178,13,68,755,343,,
1986,"Arlington, TX",223106,1450,22,120,790,518,12,650,10,54,354,232,,
1986,"Atlanta, GA",445617,13162,186,681,6867,5428,12,2954,42,153,1541,1218,,
1986,"Aurora, CO",200189,2868,11,120,2157,580,12,1433,5,60,1077,290,,
1986,"Austin, TX",414220,2667,48,388,1107,1124,12,644,12,94,267,271,,
1986,"Baltimore County, MD",690668,6792,31,192,5185,1384,12,983,4,28,751,200,,
1986,"Baltimore, MD",783542,15229,240,660,6340,7989,12,1944,31,84,809,1020,,
1986,"Boston, MA",574107,12395,105,516,5549,6225,12,2159,18,90,967,1084,,
1986,"Buffalo, NY",339685,3755,35,281,1906,1533,12,1105,10,83,561,451,,
1986,"Charlotte, NC",339767,5487,53,305,3675,1454,12,1615,16,90,1082,428,,
1986,"Chicago, IL",3003105,68909,754,3708,33529,30918,12,2295,25,123,1116,1030,,
1986,"Cincinnati, OH",370482,3340,46,291,1787,1216,12,902,12,79,482,328,,
1986,"Cleveland, OH",546544,7115,124,773,2520,3698,12,1302,23,141,461,677,,
1986,"Columbus, OH",566115,5148,78,550,2265,2255,12,909,14,97,400,398,,
1986,"Dallas, TX",1016488,19275,347,1255,8384,9289,12,1896,34,123,825,914,,
1986,"Denver, CO",518625,4650,91,424,2036,2099,12,897,18,82,393,405,,
1986,"Detroit, MI",1096947,27277,648,1351,8857,16421,12,2487,59,123,807,1497,,
1986,"El Paso, TX",483925,4734,46,198,3451,1039,12,978,10,41,713,215,,
1986,"Fairfax County, VA",658583,964,14,69,386,495,12,146,2,10,59,75,,
1986,"Fort Worth, TX",432542,7870,200,559,3738,3373,12,1819,46,129,864,780,,
1986,"Fresno, CA",281554,3426,53,241,1816,1316,12,1217,19,86,645,467,,
1986,"Honolulu, HI",823306,2076,46,241,737,1052,12,252,6,29,90,128,,
1986,"Houston, TX",1779677,20576,408,1524,7718,10926,12,1156,23,86,434,614,,
1986,"Indianapolis, IN",470591,4307,63,438,2235,1571,12,915,13,93,475,334,,
1986,"Jacksonville, FL",616668,8003,119,618,4281,2985,12,1298,19,100,694,484,,
1986,"Kansas City, MO",448237,9673,116,460,5655,3442,12,2158,26,103,1262,768,,
1986,"Las Vegas, NV",463158,3947,75,323,1616,1933,12,852,16,70,349,417,,
1986,"Long Beach, CA",398983,4839,62,220,1783,2774,12,1213,16,55,447,695,,
1986,"Los Angeles County, CA",1061016,11499,170,472,7459,3398,12,1084,16,44,703,320,,
1986,"Los Angeles, CA",3260856,66378,834,2330,33284,29930,12,2036,26,71,1021,918,,
1986,"Memphis, TN",660255,10477,161,919,3578,5819,12,1587,24,139,542,881,,
1986,"Mesa, AZ",210702,1208,11,117,841,239,12,573,5,56,399,113,,
1986,"Miami-Dade County, FL",901784,14934,162,589,8385,5798,12,1656,18,65,930,643,,
1986,"Miami, FL",396374,11676,148,221,5540,5767,12,2946,37,56,1398,1455,,
1986,"Milwaukee, WI",623278,6135,83,444,3401,2207,12,984,13,71,546,354,,
1986,"Minneapolis, MN",362845,5959,44,492,2622,2801,12,1642,12,136,723,772,,
1986,"Montgomery County, MD",583337,1630,9,139,834,648,12,279,2,24,143,111,,
1986,"Nashville, TN",470906,4218,93,410,1762,1953,12,896,20,87,374,415,,
1986,"Nassau County, NY",1063822,1978,19,86,867,1006,12,186,2,8,82,95,,
1986,"New Orleans, LA",563927,9165,197,456,3347,5165,12,1625,35,81,594,916,,
1986,"New York City, NY",7179609,143251,1582,3536,57306,80827,12,1995,22,49,798,1126,,
1986,"Newark, NJ",318801,10160,113,589,3994,5464,12,3187,35,185,1253,1714,,
1986,"Oakland, CA",370556,6985,129,538,2531,3787,12,1885,35,145,683,1022,,
1986,"Oklahoma City, OK",444119,4239,60,425,2270,1484,12,954,14,96,511,334,,
1986,"Omaha, NE",332368,2726,30,225,1844,627,12,820,9,68,555,189,,
1986,"Orlando, FL",145882,3416,14,172,2001,1229,12,2342,10,118,1372,842,,
1986,"Philadelphia, PA",1645144,17207,343,1086,6131,9647,12,1046,21,66,373,586,,
1986,"Phoenix, AZ",927055,9238,122,567,5577,2972,12,996,13,61,602,321,,
1986,"Pittsburgh, PA",402204,4707,47,253,1154,3253,12,1170,12,63,287,809,,
1986,"Portland, OR",368439,8804,46,438,4433,3887,12,2390,12,119,1203,1055,,
1986,"Prince George's County, MD",588222,5294,47,396,2735,2116,12,900,8,67,465,360,,
1986,"Raleigh, NC",173901,1163,16,76,732,339,12,669,9,44,421,195,,
1986,"Sacramento, CA",320256,4238,70,258,1696,2214,12,1323,22,81,530,691,,
1986,"Salt Lake City, UT",166182,1246,20,107,613,506,12,750,12,64,369,304,,
1986,"San Antonio, TX",879332,6237,162,805,2008,3262,12,709,18,92,228,371,,
1986,"San Diego, CA",1011376,8522,102,391,4044,3985,12,843,10,39,400,394,,
1986,"San Francisco, CA",750544,9506,114,492,3815,5085,12,1267,15,66,508,678,,
1986,"San Jose, CA",722560,4020,39,430,2425,1126,12,556,5,60,336,156,,
1986,"Seattle, WA",501279,6790,50,443,3505,2792,12,1355,10,88,699,557,,
1986,"St. Louis, MO",434298,9889,195,373,5995,3326,12,2277,45,86,1380,766,,
1986,"Suffolk County, NY",1190985,2595,30,136,1241,1188,11,218,3,11,104,100,,
1986,"Tampa, FL",293030,8147,79,375,4181,3512,12,2780,27,128,1427,1199,,
1986,"Tucson, AZ",397023,3644,41,251,2310,1042,12,918,10,63,582,262,,
1986,"Tulsa, OK",375335,3295,40,272,2125,858,12,878,11,72,566,229,,
1986,"Virginia Beach, VA",316959,736,25,85,290,336,12,232,8,27,91,106,,
1986,"Washington, DC",626000,9422,194,328,4181,4719,12,1505,31,52,668,754,,
1986,"Wichita, KS",286163,1531,23,261,661,586,12,535,8,91,231,205,,
1987,"Albuquerque, NM",371756,3845,48,211,2599,987,12,1034,13,57,699,266,,
1987,"Arlington, TX",251372,1412,18,92,791,511,12,562,7,37,315,203,,
1987,"Atlanta, GA",429953,12893,207,636,6950,5100,12,2999,48,148,1616,1186,,
1987,"Aurora, CO",219945,2700,20,118,2038,524,12,1228,9,54,927,238,,
1987,"Austin, TX",469542,2313,39,284,1005,985,12,493,8,60,214,210,,
1987,"Baltimore County, MD",681068,5544,32,199,3897,1416,12,814,5,29,572,208,,
1987,"Baltimore, MD",764893,14295,226,595,6008,7466,12,1869,30,78,785,976,,
1987,"Boston, MA",575882,11954,76,550,5920,5408,12,2076,13,96,1028,939,,
1987,"Buffalo, NY",325787,3555,35,268,1700,1552,12,1091,11,82,522,476,,
1987,"Charlotte, NC",356596,5992,52,308,4146,1486,12,1680,15,86,1163,417,,
1987,"Chicago, IL",3018338,68368,689,3692,34172,29815,12,2265,23,122,1132,988,,
1987,"Cincinnati, OH",371585,3167,69,344,1571,1183,12,852,19,93,423,318,,
1987,"Cleveland, OH",548171,6964,145,750,2528,3541,12,1270,26,137,461,646,,
1987,"Columbus, OH",567800,5381,85,534,1898,2864,12,948,15,94,334,504,,
1987,"Dallas, TX",1009947,20086,323,1260,9412,9091,12,1989,32,125,932,900,,
1987,"Denver, CO",509529,3841,79,401,1749,1612,12,754,16,79,343,316,,
1987,"Detroit, MI",1091523,27778,686,1417,10582,15093,12,2545,63,130,969,1383,,
1987,"El Paso, TX",494954,4332,25,219,3119,969,12,875,5,44,630,196,,
1987,"Fairfax County, VA",690273,965,14,68,354,529,12,140,2,10,51,77,,
1987,"Fort Worth, TX",432305,7691,135,476,3810,3270,12,1779,31,110,881,756,,
1987,"Fresno, CA",291855,3373,33,196,2048,1096,12,1156,11,67,702,376,,
1987,"Honolulu, HI",832614,2258,36,322,915,985,12,271,4,39,110,118,,
1987,"Houston, TX",1739999,18971,323,1172,7784,9692,12,1090,19,67,447,557,,
1987,"Indianapolis, IN",478693,4543,57,432,2720,1334,12,949,12,90,568,279,,
1987,"Jacksonville, FL",629887,9577,147,609,4945,3876,12,1520,23,97,785,615,,
1987,"Kansas City, MO",444382,8423,131,486,4527,3279,12,1895,29,109,1019,738,,
1987,"Las Vegas, NV",481393,3884,47,308,1692,1837,12,807,10,64,351,382,,
1987,"Long Beach, CA",406297,4660,62,221,1910,2467,12,1147,15,54,470,607,,
1987,"Los Angeles County, CA",1096165,12325,164,459,8480,3222,12,1124,15,42,774,294,,
1987,"Los Angeles, CA",3341726,63833,811,2169,34661,26192,12,1910,24,65,1037,784,,
1987,"Memphis, TN",659720,8833,143,831,3163,4696,12,1339,22,126,479,712,,
1987,"Mesa, AZ",262428,1293,9,96,966,222,12,493,3,37,368,85,,
1987,"Miami-Dade County, FL",926139,15579,173,565,8991,5850,12,1682,19,61,971,632,,
1987,"Miami, FL",385089,11309,128,202,5385,5594,12,2937,33,52,1398,1453,,
1987,"Milwaukee, WI",607885,6008,92,437,3495,1984,12,988,15,72,575,326,,
1987,"Minneapolis, MN",359371,5538,38,520,2114,2866,12,1541,11,145,588,798,,
1987,"Montgomery County, MD",617920,1707,17,165,842,683,12,276,3,27,136,111,,
1987,"Nashville, TN",487097,5253,99,509,2295,2350,12,1078,20,104,471,482,,
1987,"Nassau County, NY",1052414,1866,22,83,751,1010,12,177,2,8,71,96,,
1987,"New Orleans, LA",549536,7678,205,359,3328,3786,12,1397,37,65,606,689,,
1987,"New York City, NY",7284319,148313,1672,3507,64244,78890,12,2036,23,48,882,1083,,
1987,"Newark, NJ",318402,8926,81,577,4038,4230,12,2803,25,181,1268,1329,,
1987,"Oakland, CA",365983,6485,114,538,2657,3176,12,1772,31,147,726,868,,
1987,"Oklahoma City, OK",441408,3798,48,381,2047,1322,12,860,11,86,464,300,,
1987,"Omaha, NE",374934,2536,28,189,1749,570,12,676,7,50,466,152,,
1987,"Orlando, FL",150250,3411,27,181,2174,1029,12,2270,18,120,1447,685,,
1987,"Philadelphia, PA",1649364,17398,338,1102,6656,9302,12,1055,20,67,404,564,,
1987,"Phoenix, AZ",933177,8181,111,503,5280,2287,12,877,12,54,566,245,,
1987,"Pittsburgh, PA",389015,4318,37,263,1184,2834,12,1110,10,68,304,729,,
1987,"Portland, OR",390845,8763,66,407,4623,3667,12,2242,17,104,1183,938,,
1987,"Prince George's County, MD",589824,1246,20,81,624,521,3,211,3,14,106,88,,
1987,"Raleigh, NC",182750,1124,15,78,647,384,12,615,8,43,354,210,,
1987,"Sacramento, CA",331728,3836,78,241,1676,1841,12,1156,24,73,505,555,,
1987,"Salt Lake City, UT",159839,1090,13,94,501,482,12,682,8,59,313,302,,
1987,"San Antonio, TX",920215,6092,174,849,1816,3253,12,662,19,92,197,354,,
1987,"San Diego, CA",1040851,9112,96,410,5154,3452,12,875,9,39,495,332,,
1987,"San Francisco, CA",767933,9298,103,452,4089,4654,12,1211,13,59,532,606,,
1987,"San Jose, CA",730079,4378,24,393,3017,944,12,600,3,54,413,129,,
1987,"Seattle, WA",494426,7096,54,465,3618,2959,12,1435,11,94,732,598,,
1987,"St. Louis, MO",429414,9778,153,332,5997,3296,12,2277,36,77,1397,768,,
1987,"Suffolk County, NY",1191928,2817,36,194,1336,1251,12,236,3,16,112,105,,
1987,"Tampa, FL",285856,8899,61,297,5114,3427,12,3113,21,104,1789,1199,,
1987,"Tucson, AZ",374546,3523,23,281,2308,911,12,941,6,75,616,243,,
1987,"Tulsa, OK",369961,3129,35,234,1786,1074,12,846,9,63,483,290,,
1987,"Virginia Beach, VA",340158,718,11,124,261,322,12,211,3,36,77,95,,
1987,"Washington, DC",622000,10016,225,245,5084,4462,12,1610,36,39,817,717,,
1987,"Wichita, KS",290702,1566,24,240,711,591,12,539,8,83,245,203,,
1988,"Albuquerque, NM",378176,4275,49,190,3108,928,12,1130,13,50,822,245,,
1988,"Arlington, TX",251712,1388,13,110,697,568,12,551,5,44,277,226,,
1988,"Atlanta, GA",444995,15911,217,721,9001,5972,12,3576,49,162,2023,1342,,
1988,"Aurora, CO",219404,2625,15,127,2021,462,12,1196,7,58,921,211,,
1988,"Austin, TX",467423,2508,43,247,1200,1018,12,537,9,53,257,218,,
1988,"Baltimore County, MD",692703,6515,24,190,4645,1656,12,941,3,27,671,239,,
1988,"Baltimore, MD",763880,14721,234,517,6574,7396,12,1927,31,68,861,968,,
1988,"Boston, MA",579921,12175,93,558,6291,5233,12,2099,16,96,1085,902,,
1988,"Buffalo, NY",323714,4271,43,296,2158,1774,12,1319,13,91,667,548,,
1988,"Charlotte, NC",370492,6815,46,315,4521,1933,12,1839,12,85,1220,522,,
1988,"Chicago, IL",2994100,69318,660,3695,35988,28975,12,2315,22,123,1202,968,,
1988,"Cincinnati, OH",377783,3199,47,296,1645,1211,12,847,12,78,435,321,,
1988,"Cleveland, OH",544515,7333,137,844,2557,3795,12,1347,25,155,470,697,,
1988,"Columbus, OH",588428,5802,69,594,2111,3028,12,986,12,101,359,515,,
1988,"Dallas, TX",1017818,21135,366,1306,9816,9647,12,2076,36,128,964,948,,
1988,"Denver, CO",500555,3634,69,370,1802,1393,12,726,14,74,360,278,,
1988,"Detroit, MI",1086714,25805,629,1447,10751,12978,12,2375,58,133,989,1194,,
1988,"El Paso, TX",501544,4505,31,242,3144,1088,12,898,6,48,627,217,,
1988,"Fairfax County, VA",714952,986,23,77,338,548,12,138,3,11,47,77,,
1988,"Fort Worth, TX",432889,7326,97,489,3625,3115,12,1692,22,113,837,720,,
1988,"Fresno, CA",294695,3997,39,231,2334,1393,12,1356,13,78,792,473,,
1988,"Honolulu, HI",838656,2186,28,283,1042,833,12,261,3,34,124,99,,
1988,"Houston, TX",1725421,19817,440,1206,8122,10049,12,1149,26,70,471,582,,
1988,"Indianapolis, IN",483187,5635,79,422,3670,1464,12,1166,16,87,760,303,,
1988,"Kansas City, MO",447461,8316,134,473,4230,3479,12,1858,30,106,945,778,,
1988,"Las Vegas, NV",510941,4024,54,363,1720,1887,12,788,11,71,337,369,,
1988,"Long Beach, CA",413667,5153,58,218,2231,2646,12,1246,14,53,539,640,,
1988,"Los Angeles County, CA",1116009,12331,157,373,8591,3210,12,1105,14,33,770,288,,
1988,"Los Angeles, CA",3402342,66736,736,2006,37812,26182,12,1961,22,59,1111,770,,
1988,"Memphis, TN",668935,8914,174,863,3415,4462,12,1333,26,129,511,667,,
1988,"Mesa, AZ",267642,1396,11,119,1005,261,12,522,4,44,376,98,,
1988,"Miami-Dade County, FL",937278,16436,211,685,9781,5759,0,1754,23,73,1044,614,,
1988,"Miami, FL",389720,12961,146,411,6006,6398,0,3326,37,105,1541,1642,,
1988,"Milwaukee, WI",611140,5037,81,400,2445,2111,12,824,13,65,400,345,,
1988,"Minneapolis, MN",364745,5500,55,460,2420,2565,12,1508,15,126,663,703,,
1988,"Montgomery County, MD",691815,1884,16,174,912,782,12,272,2,25,132,113,,
1988,"Nashville, TN",502759,5290,79,464,2793,1954,12,1052,16,92,556,389,,
1988,"Nassau County, NY",1048192,2021,21,86,882,1032,12,193,2,8,84,98,,
1988,"New Orleans, LA",538047,8923,228,403,3563,4729,12,1658,42,75,662,879,,
1988,"New York City, NY",7346352,162916,1896,3412,71030,86578,12,2218,26,46,967,1179,,
1988,"Newark, NJ",319191,9733,115,522,4672,4424,12,3049,36,164,1464,1386,,
1988,"Oakland, CA",367782,6049,112,498,2298,3141,12,1645,30,135,625,854,,
1988,"Oklahoma City, OK",440136,3986,60,377,2184,1365,12,906,14,86,496,310,,
1988,"Omaha, NE",377958,2774,28,216,1820,710,12,734,7,57,482,188,,
1988,"Orlando, FL",155673,3587,28,289,2041,1229,0,2304,18,186,1311,789,,
1988,"Philadelphia, PA",1657285,17082,374,912,6938,8858,12,1031,23,55,419,534,,
1988,"Phoenix, AZ",951717,8477,106,445,5408,2518,12,891,11,47,568,265,,
1988,"Pittsburgh, PA",387190,4118,19,234,1328,2537,12,1064,5,60,343,655,,
1988,"Portland, OR",387659,8686,45,372,4637,3632,12,2241,12,96,1196,937,,
1988,"Prince George's County, MD",598855,6014,94,383,2993,2544,12,1004,16,64,500,425,,
1988,"Raleigh, NC",188308,1177,11,65,766,335,12,625,6,35,407,178,,
1988,"Sacramento, CA",340483,3582,68,188,1714,1612,12,1052,20,55,503,473,,
1988,"Salt Lake City, UT",162005,1036,15,90,444,487,12,639,9,56,274,301,,
1988,"San Antonio, TX",935729,5273,143,535,1736,2859,12,564,15,57,186,306,,
1988,"San Diego, CA",1073466,9171,144,389,5434,3204,12,854,13,36,506,298,,
1988,"San Francisco, CA",753927,9667,92,453,4255,4867,12,1282,12,60,564,646,,
1988,"San Jose, CA",732022,4689,37,438,3266,948,12,641,5,60,446,130,,
1988,"Seattle, WA",505380,6879,56,439,3675,2709,12,1361,11,87,727,536,,
1988,"St. Louis, MO",425187,10481,140,305,6709,3327,12,2465,33,72,1578,782,,
1988,"Suffolk County, NY",1195644,2984,31,130,1713,1110,10,250,3,11,143,93,,
1988,"Tucson, AZ",383174,3527,31,281,2447,768,12,920,8,73,639,200,,
1988,"Tulsa, OK",373602,3462,35,260,2159,1008,12,927,9,70,578,270,,
1988,"Virginia Beach, VA",355562,717,27,108,255,327,12,202,8,30,72,92,,
1988,"Washington, DC",620000,11913,369,165,5690,5689,12,1921,60,27,918,918,,
1988,"Wichita, KS",292733,1655,15,238,774,628,12,565,5,81,264,215,,
